3.0456,3.0479,2.8003,2.5849,2.2548,2.5254,2.7357,3.093,2.6827,2.7313,2.8118,2.7594,2.7274,2.5699,2.3238,2.1388,1.8447,1.7802,1.8,1.8985,1.7693,1.665,1.5597,1.4425,1.4203,1.4644,1.4375,1.3855,1.2338,1.0992,1.0399,0.99902,0.98908,1.0517,1.1301,1.1582,1.1216,1.0862,1.0784,1.0819,1.1131,1.1763,1.216,1.2161,1.2088,1.1923,1.1892,1.2133,1.1832,1.1343,1.0489,1.0128,0.98516,1.0191,1.0468,1.0881,1.1362,1.1526,1.1528,1.1333,1.1168,1.1036,1.0895,1.0932,1.0722,0.75112,0.646,0.66584,0.64603,0.71295,0.8288,0.94712,0.98052,1.0108,0.8761,0.83197,0.83264,0.84865,0.91808,0.93713,0.97379,0.94318,0.9198,0.92545,0.92958,0.89528,0.86663,0.79157,0.77121,0.74645,0.72422,0.76336,0.77897,0.8389,0.91294,0.93752,0.94015,0.95405,0.97224,0.88629,0.82792,0.78267,0.78009,0.80995,0.7827,0.8206,0.79245,0.79798,0.81413,0.79368,0.82454,0.88446,0.94077,0.90958,0.84829,0.81914,0.80358,0.75055,0.77805,0.82099,0.76302,0.75985,0.79327,0.82922,0.84474,0.89313,0.95455,0.92507,0.8143,0.77063,0.79079,0.82315,0.84053,0.88736,0.92548,0.87315,0.86797,0.87507,0.87097,0.89461,0.90895,0.90715,0.91991,0.93981
3.1473,3.1237,2.8617,2.6396,2.3142,2.5661,2.7632,3.1053,2.7044,2.7461,2.8152,2.7543,2.7162,2.5628,2.323,2.144,1.8557,1.7891,1.805,1.8988,1.7737,1.6701,1.5658,1.4499,1.4268,1.4684,1.4403,1.3888,1.2406,1.1089,1.0498,1.0084,0.99756,1.0573,1.1324,1.1589,1.1232,1.0884,1.0802,1.0831,1.1128,1.1733,1.2115,1.2116,1.2044,1.1874,1.1829,1.2052,1.1767,1.1299,1.0469,1.0116,0.98418,1.0163,1.0432,1.0836,1.1297,1.1456,1.146,1.1272,1.1113,1.0981,1.0848,1.0887,1.0683,0.7563,0.65369,0.67238,0.65291,0.71785,0.83062,0.94571,0.97821,1.0076,0.87696,0.83377,0.83406,0.84954,0.917,0.9356,0.97121,0.94154,0.91896,0.92458,0.92841,0.89505,0.86727,0.79426,0.77446,0.75008,0.72813,0.76595,0.78207,0.84037,0.91187,0.93571,0.93816,0.95142,0.96896,0.88562,0.82892,0.78485,0.78205,0.81083,0.78428,0.82123,0.79358,0.7988,0.81422,0.79414,0.82367,0.88253,0.93018,0.89492,0.83841,0.81269,0.79969,0.74956,0.77762,0.82042,0.76432,0.76147,0.79421,0.82937,0.84455,0.89186,0.95201,0.92334,0.81511,0.77238,0.79203,0.82365,0.84068,0.88655,0.92397,0.87291,0.8679,0.8749,0.87095,0.89413,0.90826,0.90659,0.91918,0.93875
3.1959,3.1949,2.9365,2.7298,2.393,2.6501,2.8559,3.2118,2.7915,2.831,2.8986,2.8282,2.7738,2.615,2.3681,2.1834,1.8831,1.8149,1.8339,1.9355,1.8044,1.6941,1.5833,1.4602,1.4368,1.4828,1.4543,1.3994,1.2413,1.1007,1.0385,0.99484,0.98446,1.0495,1.1301,1.1578,1.1182,1.0801,1.0717,1.0758,1.1099,1.1767,1.2189,1.2189,1.2112,1.1928,1.1882,1.2128,1.1806,1.1284,1.0377,1.0004,0.97311,1.0117,1.0424,1.0869,1.137,1.1534,1.1527,1.1312,1.1137,1.1008,1.0874,1.0934,1.0719,0.72547,0.61507,0.6414,0.62355,0.69887,0.82451,0.94956,0.98174,1.012,0.86424,0.81585,0.81776,0.83709,0.91418,0.93509,0.97411,0.93962,0.9139,0.92011,0.92465,0.88752,0.85684,0.77557,0.75443,0.72876,0.70597,0.74981,0.76683,0.83141,0.9104,0.93613,0.93823,0.95258,0.97183,0.87785,0.81494,0.76671,0.76525,0.79909,0.76978,0.81085,0.77884,0.78405,0.80127,0.77869,0.81237,0.87687,0.93604,0.90294,0.8373,0.80635,0.79002,0.73313,0.76327,0.80997,0.74739,0.74418,0.78057,0.81962,0.83645,0.88878,0.95508,0.92289,0.80286,0.75571,0.77775,0.81295,0.83182,0.88249,0.92361,0.86679,0.86115,0.86883,0.86436,0.8899,0.90531,0.90322,0.91691,0.93829
3.1212,3.1136,2.86,2.6629,2.3498,2.5912,2.7835,3.1172,2.7192,2.7528,2.8091,2.7346,2.6842,2.5379,2.3056,2.1313,1.8446,1.7811,1.8005,1.8986,1.773,1.6684,1.5628,1.4452,1.4225,1.4664,1.4386,1.3862,1.2348,1.1001,1.0404,0.99867,0.98867,1.0511,1.1291,1.1564,1.1193,1.0834,1.0753,1.0788,1.1105,1.1739,1.2138,1.2138,1.2062,1.1887,1.1843,1.2075,1.1772,1.1278,1.0412,1.0053,0.97832,1.0137,1.0428,1.085,1.1329,1.1489,1.1486,1.1285,1.1118,1.0985,1.085,1.09,1.0693,0.74284,0.63718,0.65959,0.64125,0.7113,0.83014,0.94957,0.98158,1.0112,0.87273,0.82715,0.82817,0.84549,0.91738,0.93705,0.97409,0.94213,0.91804,0.92383,0.928,0.89305,0.86401,0.78744,0.76704,0.74222,0.72015,0.76086,0.77751,0.83892,0.91377,0.93806,0.93995,0.95345,0.97161,0.88358,0.82421,0.7784,0.77631,0.80747,0.77987,0.81868,0.78912,0.79432,0.81056,0.78943,0.82086,0.88306,0.93155,0.90189,0.84126,0.81307,0.79842,0.74519,0.77398,0.81832,0.75933,0.75628,0.79058,0.8274,0.84326,0.89268,0.95535,0.92507,0.81178,0.76716,0.78783,0.82096,0.83874,0.88661,0.92553,0.87198,0.86668,0.87393,0.86973,0.89386,0.90847,0.90657,0.91956,0.93983
3.2738,3.2592,2.9909,2.7289,2.3753,2.6509,2.8679,3.242,2.811,2.8632,2.9509,2.8996,2.8698,2.705,2.4382,2.2357,1.9251,1.8446,1.853,1.9464,1.8158,1.7039,1.5927,1.4695,1.4464,1.4911,1.461,1.4066,1.2499,1.1101,1.0472,1.0023,0.99056,1.0543,1.1338,1.161,1.1216,1.0832,1.0745,1.0782,1.1115,1.1767,1.218,1.2181,1.21,1.1897,1.1824,1.2049,1.1743,1.1236,1.0335,0.99624,0.96715,1.0037,1.0337,1.0795,1.1296,1.1465,1.1468,1.1258,1.1084,1.0956,1.0824,1.0882,1.0661,0.71451,0.60144,0.62722,0.60837,0.68494,0.8142,0.94408,0.97917,1.011,0.86083,0.8115,0.81304,0.83222,0.91028,0.93115,0.97088,0.93604,0.91011,0.91682,0.92077,0.88225,0.85083,0.76744,0.74638,0.71961,0.69535,0.74,0.7579,0.82523,0.90792,0.93503,0.93687,0.95163,0.97104,0.87449,0.80928,0.75913,0.75676,0.79064,0.7599,0.8021,0.76978,0.77553,0.79328,0.76971,0.80385,0.87159,0.92544,0.88077,0.81619,0.78741,0.7734,0.71642,0.74997,0.80032,0.73571,0.73305,0.77171,0.81295,0.83071,0.88559,0.95496,0.92097,0.79505,0.74568,0.76895,0.80603,0.82591,0.87911,0.92219,0.86251,0.85662,0.8647,0.86002,0.88682,0.90292,0.90066,0.91495,0.93728
3.0414,3.0483,2.8051,2.5831,2.2602,2.5316,2.7405,3.0951,2.6898,2.738,2.8169,2.7643,2.733,2.5817,2.3356,2.1484,1.8554,1.7869,1.8016,1.8945,1.7679,1.6646,1.5606,1.445,1.4226,1.4641,1.4364,1.3853,1.2371,1.1054,1.0465,1.0053,0.99434,1.0545,1.1307,1.1582,1.123,1.0887,1.0807,1.0837,1.1134,1.1738,1.2122,1.2124,1.2053,1.1883,1.1838,1.2061,1.1778,1.1312,1.0484,1.0128,0.98458,1.0159,1.0422,1.0829,1.1296,1.1462,1.1471,1.1286,1.1127,1.0994,1.0856,1.089,1.0681,0.75529,0.6516,0.66919,0.64885,0.71344,0.82695,0.94398,0.97838,1.0089,0.87832,0.83521,0.83521,0.8502,0.91742,0.93597,0.97197,0.94263,0.92008,0.92577,0.92948,0.89583,0.86777,0.79435,0.77437,0.74956,0.7271,0.76484,0.78085,0.84,0.91257,0.93722,0.94017,0.95375,0.97146,0.88765,0.83025,0.7855,0.78218,0.81062,0.78374,0.82082,0.79383,0.79947,0.81517,0.79505,0.82476,0.88395,0.93209,0.89748,0.83991,0.81362,0.80029,0.7495,0.77786,0.82114,0.76439,0.76156,0.79477,0.83039,0.84578,0.89364,0.95443,0.92532,0.81577,0.77256,0.7925,0.82451,0.84173,0.88809,0.92585,0.87412,0.86902,0.87606,0.87202,0.89543,0.90965,0.90789,0.92054,0.94025
3.0942,3.0633,2.8111,2.6141,2.314,2.5357,2.7162,3.031,2.6558,2.6868,2.7401,2.6682,2.6193,2.4798,2.2593,2.0936,1.8208,1.7583,1.775,1.8671,1.7482,1.6482,1.5473,1.4345,1.4121,1.453,1.4266,1.3764,1.2317,1.1023,1.044,1.0023,0.99128,1.0507,1.1254,1.1519,1.1168,1.0826,1.075,1.0784,1.1087,1.1691,1.2074,1.2076,1.2006,1.1836,1.1787,1.2004,1.1717,1.1248,1.0426,1.0075,0.98066,1.0136,1.0404,1.0809,1.1267,1.1426,1.1429,1.124,1.1082,1.096,1.0832,1.0877,1.0676,0.75452,0.65123,0.67048,0.65122,0.7179,0.83279,0.94882,0.98058,1.0098,0.87751,0.83358,0.834,0.85012,0.9189,0.93789,0.97363,0.94321,0.92016,0.92562,0.92939,0.89571,0.86767,0.7939,0.77379,0.74925,0.72737,0.76611,0.78163,0.84056,0.9129,0.93737,0.94029,0.95387,0.97151,0.88715,0.82978,0.78514,0.78227,0.81155,0.78475,0.82184,0.79366,0.79862,0.81412,0.7938,0.82384,0.88348,0.93062,0.8972,0.84042,0.81439,0.801,0.75014,0.77808,0.82108,0.76447,0.76155,0.79461,0.83018,0.84562,0.89346,0.95415,0.92542,0.81658,0.77334,0.7928,0.82438,0.84142,0.88764,0.92539,0.87413,0.86909,0.87608,0.87203,0.89527,0.90944,0.90775,0.92037,0.93998
3.1459,3.1185,2.8579,2.6612,2.3655,2.5848,2.7668,3.085,2.7028,2.7296,2.7752,2.6922,2.6438,2.5066,2.284,2.1165,1.8378,1.776,1.7946,1.8897,1.7675,1.6655,1.5625,1.4475,1.4242,1.465,1.4376,1.3862,1.2391,1.1082,1.0493,1.0076,0.99641,1.0558,1.1306,1.1572,1.1219,1.0877,1.0797,1.0827,1.1125,1.1726,1.2108,1.211,1.2039,1.1871,1.1827,1.2047,1.1762,1.1294,1.047,1.0118,0.98488,1.0173,1.0439,1.084,1.1296,1.1454,1.1456,1.1268,1.111,1.0981,1.0849,1.0891,1.0691,0.75911,0.65714,0.67597,0.65703,0.72205,0.83418,0.94778,0.97906,1.0078,0.87767,0.83437,0.83455,0.8502,0.91763,0.93642,0.97177,0.9421,0.91953,0.925,0.92891,0.89598,0.86845,0.79606,0.7762,0.75204,0.73053,0.76827,0.78334,0.84081,0.9115,0.93545,0.93839,0.95178,0.96925,0.8865,0.83022,0.78649,0.78374,0.81247,0.78638,0.82278,0.79538,0.80028,0.81538,0.79546,0.8247,0.88295,0.92983,0.89487,0.83944,0.81428,0.80157,0.75206,0.77976,0.82203,0.76652,0.76361,0.79588,0.83056,0.84553,0.89226,0.95172,0.92345,0.81652,0.77425,0.7936,0.82479,0.84161,0.88695,0.92397,0.87356,0.86862,0.87553,0.87163,0.89455,0.90853,0.90692,0.91939,0.93876
3.2163,3.1895,2.9212,2.7077,2.3768,2.6217,2.8153,3.1549,2.7485,2.7851,2.8472,2.7772,2.726,2.5732,2.3352,2.1568,1.8656,1.799,1.8169,1.9152,1.7885,1.6815,1.574,1.4543,1.4313,1.476,1.4474,1.3941,1.2405,1.1037,1.0428,1.0002,0.99006,1.0532,1.1317,1.1586,1.1202,1.0831,1.0746,1.0782,1.1107,1.1752,1.2157,1.2156,1.2078,1.1896,1.1846,1.2081,1.1773,1.1268,1.0383,1.002,0.97485,1.0115,1.0417,1.085,1.1336,1.1496,1.149,1.1283,1.1112,1.0979,1.0847,1.0902,1.0693,0.73397,0.62622,0.65054,0.63247,0.7051,0.82725,0.94923,0.98112,1.0109,0.8681,0.82113,0.82256,0.84084,0.91513,0.9353,0.97311,0.9399,0.91507,0.92107,0.92533,0.88932,0.85956,0.78079,0.76013,0.73489,0.71242,0.75462,0.77211,0.8351,0.91182,0.93641,0.9379,0.95154,0.97007,0.87933,0.81843,0.77157,0.76979,0.80222,0.77378,0.81381,0.78276,0.7879,0.80455,0.78266,0.81508,0.87936,0.92799,0.89767,0.83552,0.8067,0.79177,0.73714,0.76685,0.81255,0.75193,0.74885,0.78422,0.82216,0.83851,0.88938,0.95386,0.92269,0.80616,0.76026,0.78154,0.81566,0.83398,0.88326,0.92332,0.86823,0.86279,0.87026,0.86594,0.89079,0.90582,0.90386,0.91723,0.93808
3.2664,3.2582,2.9916,2.7767,2.4407,2.6969,2.9,3.2541,2.833,2.8701,2.9328,2.8575,2.8034,2.6437,2.395,2.2092,1.9065,1.8352,1.8512,1.9508,1.8201,1.7088,1.5971,1.473,1.4489,1.4943,1.4641,1.4088,1.2502,1.109,1.0458,1.001,0.98971,1.0541,1.1344,1.1621,1.1226,1.0843,1.0755,1.0792,1.1126,1.1788,1.2206,1.2208,1.2128,1.1934,1.1875,1.2109,1.1793,1.1276,1.0365,0.99911,0.97096,1.0086,1.0395,1.0845,1.1348,1.1514,1.1512,1.1299,1.1124,1.0988,1.0855,1.0915,1.0698,0.72118,0.60943,0.63516,0.61673,0.69234,0.81928,0.94619,0.97966,1.0106,0.86211,0.81312,0.81458,0.83372,0.91114,0.93221,0.97161,0.93714,0.91139,0.91781,0.92213,0.88454,0.85359,0.77153,0.75026,0.72399,0.70052,0.74447,0.76231,0.82823,0.90846,0.93445,0.93615,0.95042,0.96968,0.87497,0.81125,0.76226,0.76031,0.79402,0.76425,0.80576,0.77367,0.77903,0.79633,0.77336,0.807,0.87363,0.92393,0.89205,0.82729,0.79746,0.78219,0.72535,0.75676,0.80478,0.74141,0.73832,0.77545,0.81523,0.83236,0.88563,0.95313,0.92036,0.79816,0.75018,0.77269,0.8086,0.82787,0.87951,0.92143,0.86358,0.85787,0.86571,0.8612,0.88725,0.90298,0.90087,0.91485,0.93665
